"day","exp","Site","Group","Treatment","Mouse","Statistic","Cell_pop"
32,24,"Blood","4F","infected","4F-1",2.15,"IE1"
32,24,"Blood","4F","infected","4F-2",2.19,"IE1"
32,24,"Blood","4F","infected","4F-3",3.52,"IE1"
32,24,"Blood","4F","infected","4F-4",5.12,"IE1"
32,24,"Blood","4F","infected","4F-5",1.9,"IE1"
32,24,"Blood","4F","infected","4F-6",2.01,"IE1"
0,24,"Salivary Gland","OF","infected","OF-4",0.064,"KLRG1"
0,24,"Salivary Gland","0E","control","0E-1",0.2,"KLRG1"
0,24,"Salivary Gland","0E","control","0E-2",0.15,"KLRG1"
0,24,"Salivary Gland","0E","control","0E-3",0.19,"KLRG1"
0,24,"Salivary Gland","0F","infected","0F-1",0.42,"KLRG1"
0,24,"Salivary Gland","0F","infected","0F-2",0.062,"KLRG1"
0,24,"Salivary Gland","0F","infected","0F-3",0.18,"KLRG1"
0,24,"Salivary Gland","0F","infected","0F-5",0.12,"KLRG1"
0,24,"Salivary Gland","0F","infected","0F-6",0.2,"KLRG1"
0,24,"Salivary Gland","0F","infected","0F-7",0.1,"KLRG1"
0,24,"Spleen","OF","infected","OF-4",0.73,"KLRG1"
0,24,"Spleen","0E","control","0E-1",1,"KLRG1"
0,24,"Spleen","0E","control","0E-2",1.57,"KLRG1"
0,24,"Spleen","0E","control","0E-3",1.63,"KLRG1"
0,24,"Spleen","0F","infected","0F-1",0.58,"KLRG1"
0,24,"Spleen","0F","infected","0F-2",0.41,"KLRG1"
0,24,"Spleen","0F","infected","0F-3",0.88,"KLRG1"
0,24,"Spleen","0F","infected","0F-5",0.62,"KLRG1"
0,24,"Spleen","0F","infected","0F-6",0.25,"KLRG1"
0,24,"Spleen","0F","infected","0F-7",0.65,"KLRG1"
0,24,"Blood","OF","infected","OF-4",1.73,"KLRG1"
0,24,"Blood","0E","control","0E-1",1.26,"KLRG1"
0,24,"Blood","0E","control","0E-2",1.55,"KLRG1"
0,24,"Blood","0E","control","0E-3",2.49,"KLRG1"
0,24,"Blood","0F","infected","0F-1",1.13,"KLRG1"
0,24,"Blood","0F","infected","0F-2",0.93,"KLRG1"
0,24,"Blood","0F","infected","0F-3",1.89,"KLRG1"
0,24,"Blood","0F","infected","0F-5",1.25,"KLRG1"
0,24,"Blood","0F","infected","0F-6",0.6,"KLRG1"
0,24,"Blood","0F","infected","0F-7",1.09,"KLRG1"
8,24,"Salivary Gland","1E","control","1E-1",0.022,"KLRG1"
8,24,"Salivary Gland","1E","control","1E-2",0.19,"KLRG1"
8,24,"Salivary Gland","1E","control","1E-3",0.87,"KLRG1"
8,24,"Salivary Gland","1F","infected","1F-1",3.11,"KLRG1"
8,24,"Salivary Gland","1F","infected","1F-2",1.35,"KLRG1"
8,24,"Salivary Gland","1F","infected","1F-3",1.99,"KLRG1"
8,24,"Salivary Gland","1F","infected","1F-4",3.16,"KLRG1"
8,24,"Salivary Gland","1F","infected","1F-5",2.25,"KLRG1"
8,24,"Salivary Gland","1F","infected","1F-6",3.78,"KLRG1"
8,24,"Salivary Gland","1F","infected","1F-7",2.36,"KLRG1"
8,24,"Spleen","1E","control","1E-1",1.33,"KLRG1"
8,24,"Spleen","1E","control","1E-2",1.6,"KLRG1"
8,24,"Spleen","1E","control","1E-3",1.34,"KLRG1"
8,24,"Spleen","1F","infected","1F-1",2.45,"KLRG1"
8,24,"Spleen","1F","infected","1F-2",2.04,"KLRG1"
8,24,"Spleen","1F","infected","1F-3",5.03,"KLRG1"
8,24,"Spleen","1F","infected","1F-4",2.2,"KLRG1"
8,24,"Spleen","1F","infected","1F-5",2.3,"KLRG1"
8,24,"Spleen","1F","infected","1F-6",2.67,"KLRG1"
8,24,"Spleen","1F","infected","1F-7",5.61,"KLRG1"
8,24,"Blood","1E","control","1E-1",1.43,"KLRG1"
8,24,"Blood","1E","control","1E-2",2.39,"KLRG1"
8,24,"Blood","1E","control","1E-3",2.23,"KLRG1"
8,24,"Blood","1F","infected","1F-1",2.97,"KLRG1"
8,24,"Blood","1F","infected","1F-2",2.55,"KLRG1"
8,24,"Blood","1F","infected","1F-3",6.07,"KLRG1"
8,24,"Blood","1F","infected","1F-4",4.19,"KLRG1"
8,24,"Blood","1F","infected","1F-5",3.93,"KLRG1"
8,24,"Blood","1F","infected","1F-6",2.66,"KLRG1"
8,24,"Blood","1F","infected","1F-7",6.58,"KLRG1"
16,24,"Salivary Gland","2E","control","2E-1",0.29,"KLRG1"
16,24,"Salivary Gland","2E","control","2E-2",1.23,"KLRG1"
16,24,"Salivary Gland","2E","control","2E-3",0.36,"KLRG1"
16,24,"Salivary Gland","2F","infected","2F-1",3.68,"KLRG1"
16,24,"Salivary Gland","2F","infected","2F-2",7.15,"KLRG1"
16,24,"Salivary Gland","2F","infected","2F-3",6.01,"KLRG1"
16,24,"Salivary Gland","2F","infected","2F-4",2.55,"KLRG1"
16,24,"Salivary Gland","2F","infected","2F-5",38.5,"KLRG1"
16,24,"Salivary Gland","2F","infected","2F-6",3.24,"KLRG1"
16,24,"Salivary Gland","2F","infected","2F-7",1.54,"KLRG1"
16,24,"Spleen","2E","control","2E-1",1.18,"KLRG1"
16,24,"Spleen","2E","control","2E-2",0.88,"KLRG1"
16,24,"Spleen","2E","control","2E-3",0.85,"KLRG1"
16,24,"Spleen","2F","infected","2F-1",4.92,"KLRG1"
16,24,"Spleen","2F","infected","2F-2",6.84,"KLRG1"
16,24,"Spleen","2F","infected","2F-3",10.6,"KLRG1"
16,24,"Spleen","2F","infected","2F-4",6.7,"KLRG1"
16,24,"Spleen","2F","infected","2F-5",7.27,"KLRG1"
16,24,"Spleen","2F","infected","2F-6",8.46,"KLRG1"
16,24,"Spleen","2F","infected","2F-7",8.06,"KLRG1"
16,24,"Blood","2E","control","2E-1",2.32,"KLRG1"
16,24,"Blood","2E","control","2E-2",3.59,"KLRG1"
16,24,"Blood","2E","control","2E-3",2.11,"KLRG1"
16,24,"Blood","2F","infected","2F-1",14.1,"KLRG1"
16,24,"Blood","2F","infected","2F-2",17.5,"KLRG1"
16,24,"Blood","2F","infected","2F-3",30.9,"KLRG1"
16,24,"Blood","2F","infected","2F-4",13.8,"KLRG1"
16,24,"Blood","2F","infected","2F-5",15.4,"KLRG1"
16,24,"Blood","2F","infected","2F-6",26.9,"KLRG1"
16,24,"Blood","2F","infected","2F-7",22.2,"KLRG1"
24,24,"Salivary Gland","3E","control","3E-1",0.12,"KLRG1"
24,24,"Salivary Gland","3E","control","3E-2",0.75,"KLRG1"
24,24,"Salivary Gland","3E","control","3E-3",0.62,"KLRG1"
24,24,"Salivary Gland","3F","infected","3F-1",4.25,"KLRG1"
24,24,"Salivary Gland","3F","infected","3F-2",26,"KLRG1"
24,24,"Salivary Gland","3F","infected","3F-3",7.76,"KLRG1"
24,24,"Salivary Gland","3F","infected","3F-4",4.97,"KLRG1"
24,24,"Salivary Gland","3F","infected","3F-5",2.7,"KLRG1"
24,24,"Salivary Gland","3F","infected","3F-6",1.44,"KLRG1"
24,24,"Salivary Gland","3F","infected","3F-7",4.16,"KLRG1"
24,24,"Spleen","3E","control","3E-1",0.6,"KLRG1"
24,24,"Spleen","3E","control","3E-2",1.5,"KLRG1"
24,24,"Spleen","3E","control","3E-3",0.84,"KLRG1"
24,24,"Spleen","3F","infected","3F-1",4.74,"KLRG1"
24,24,"Spleen","3F","infected","3F-2",2.31,"KLRG1"
24,24,"Spleen","3F","infected","3F-3",4.51,"KLRG1"
24,24,"Spleen","3F","infected","3F-4",3.4,"KLRG1"
24,24,"Spleen","3F","infected","3F-5",8.38,"KLRG1"
24,24,"Spleen","3F","infected","3F-6",7.94,"KLRG1"
24,24,"Spleen","3F","infected","3F-7",4.76,"KLRG1"
24,24,"Blood","3E","control","3E-1",1.32,"KLRG1"
24,24,"Blood","3E","control","3E-2",2.17,"KLRG1"
24,24,"Blood","3E","control","3E-3",2.11,"KLRG1"
24,24,"Blood","3F","infected","3F-1",11.5,"KLRG1"
24,24,"Blood","3F","infected","3F-2",6.15,"KLRG1"
24,24,"Blood","3F","infected","3F-3",14.6,"KLRG1"
24,24,"Blood","3F","infected","3F-4",7.78,"KLRG1"
24,24,"Blood","3F","infected","3F-5",25.3,"KLRG1"
24,24,"Blood","3F","infected","3F-6",18,"KLRG1"
24,24,"Blood","3F","infected","3F-7",10.2,"KLRG1"
32,24,"Salivary Gland","4E","control","4E-1",0.15,"KLRG1"
32,24,"Salivary Gland","4E","control","4E-2",0.28,"KLRG1"
32,24,"Salivary Gland","4E","control","4E-3",0.26,"KLRG1"
32,24,"Salivary Gland","4F","infected","4F-1",1.04,"KLRG1"
32,24,"Salivary Gland","4F","infected","4F-2",1.7,"KLRG1"
32,24,"Salivary Gland","4F","infected","4F-3",5.11,"KLRG1"
32,24,"Salivary Gland","4F","infected","4F-4",6.55,"KLRG1"
32,24,"Salivary Gland","4F","infected","4F-5",5.04,"KLRG1"
32,24,"Salivary Gland","4F","infected","4F-6",1.39,"KLRG1"
32,24,"Spleen","4E","control","4E-1",1.56,"KLRG1"
32,24,"Spleen","4E","control","4E-2",1.48,"KLRG1"
32,24,"Spleen","4E","control","4E-3",0.92,"KLRG1"
32,24,"Spleen","4F","infected","4F-1",3.37,"KLRG1"
32,24,"Spleen","4F","infected","4F-2",3.09,"KLRG1"
32,24,"Spleen","4F","infected","4F-3",4.19,"KLRG1"
32,24,"Spleen","4F","infected","4F-4",6.25,"KLRG1"
32,24,"Spleen","4F","infected","4F-5",3.05,"KLRG1"
32,24,"Spleen","4F","infected","4F-6",3.54,"KLRG1"
32,24,"Blood","4E","control","4E-1",3.51,"KLRG1"
32,24,"Blood","4E","control","4E-2",3.23,"KLRG1"
32,24,"Blood","4E","control","4E-3",2.1,"KLRG1"
32,24,"Blood","4F","infected","4F-1",7.62,"KLRG1"
32,24,"Blood","4F","infected","4F-2",8.28,"KLRG1"
32,24,"Blood","4F","infected","4F-3",10.1,"KLRG1"
32,24,"Blood","4F","infected","4F-4",13.6,"KLRG1"
32,24,"Blood","4F","infected","4F-5",7.24,"KLRG1"
32,24,"Blood","4F","infected","4F-6",8.12,"KLRG1"
0,24,"Salivary Gland","OF","infected","OF-4",1.87,"NK"
0,24,"Salivary Gland","0E","control","0E-1",2.32,"NK"
0,24,"Salivary Gland","0E","control","0E-2",1.65,"NK"
0,24,"Salivary Gland","0E","control","0E-3",1.38,"NK"
0,24,"Salivary Gland","0F","infected","0F-1",0.92,"NK"
0,24,"Salivary Gland","0F","infected","0F-2",1.12,"NK"
0,24,"Salivary Gland","0F","infected","0F-3",1.02,"NK"
0,24,"Salivary Gland","0F","infected","0F-5",2.75,"NK"
0,24,"Salivary Gland","0F","infected","0F-6",0.92,"NK"
0,24,"Salivary Gland","0F","infected","0F-7",2.6,"NK"
0,24,"Spleen","OF","infected","OF-4",23.5,"NK"
0,24,"Spleen","0E","control","0E-1",26.6,"NK"
0,24,"Spleen","0E","control","0E-2",18.8,"NK"
0,24,"Spleen","0E","control","0E-3",27.8,"NK"
0,24,"Spleen","0F","infected","0F-1",27.3,"NK"
0,24,"Spleen","0F","infected","0F-2",27.7,"NK"
0,24,"Spleen","0F","infected","0F-3",29.3,"NK"
0,24,"Spleen","0F","infected","0F-5",31.4,"NK"
0,24,"Spleen","0F","infected","0F-6",30.5,"NK"
0,24,"Spleen","0F","infected","0F-7",37.2,"NK"
0,24,"Blood","OF","infected","OF-4",18.9,"NK"
0,24,"Blood","0E","control","0E-1",20.2,"NK"
0,24,"Blood","0E","control","0E-2",21.6,"NK"
0,24,"Blood","0E","control","0E-3",23.1,"NK"
0,24,"Blood","0F","infected","0F-1",24.4,"NK"
0,24,"Blood","0F","infected","0F-2",26.6,"NK"
0,24,"Blood","0F","infected","0F-3",23.1,"NK"
0,24,"Blood","0F","infected","0F-5",23.5,"NK"
0,24,"Blood","0F","infected","0F-6",11.9,"NK"
0,24,"Blood","0F","infected","0F-7",23.4,"NK"
8,24,"Salivary Gland","1E","control","1E-1",3.81,"NK"
8,24,"Salivary Gland","1E","control","1E-2",4.8,"NK"
8,24,"Salivary Gland","1E","control","1E-3",3.95,"NK"
8,24,"Salivary Gland","1F","infected","1F-1",15.8,"NK"
8,24,"Salivary Gland","1F","infected","1F-2",4.97,"NK"
8,24,"Salivary Gland","1F","infected","1F-3",10.7,"NK"
8,24,"Salivary Gland","1F","infected","1F-4",9.7,"NK"
8,24,"Salivary Gland","1F","infected","1F-5",13.6,"NK"
8,24,"Salivary Gland","1F","infected","1F-6",7.44,"NK"
8,24,"Salivary Gland","1F","infected","1F-7",12.2,"NK"
8,24,"Spleen","1E","control","1E-1",54.6,"NK"
8,24,"Spleen","1E","control","1E-2",54.8,"NK"
8,24,"Spleen","1E","control","1E-3",43,"NK"
8,24,"Spleen","1F","infected","1F-1",40.6,"NK"
8,24,"Spleen","1F","infected","1F-2",49.1,"NK"
8,24,"Spleen","1F","infected","1F-3",53.2,"NK"
8,24,"Spleen","1F","infected","1F-4",37.2,"NK"
8,24,"Spleen","1F","infected","1F-5",41.2,"NK"
8,24,"Spleen","1F","infected","1F-6",46.2,"NK"
8,24,"Spleen","1F","infected","1F-7",54.6,"NK"
8,24,"Blood","1E","control","1E-1",56.4,"NK"
8,24,"Blood","1E","control","1E-2",14.1,"NK"
8,24,"Blood","1E","control","1E-3",41.1,"NK"
8,24,"Blood","1F","infected","1F-1",13.6,"NK"
8,24,"Blood","1F","infected","1F-2",41.7,"NK"
8,24,"Blood","1F","infected","1F-3",29.5,"NK"
8,24,"Blood","1F","infected","1F-4",18.7,"NK"
8,24,"Blood","1F","infected","1F-5",2.63,"NK"
8,24,"Blood","1F","infected","1F-6",20.5,"NK"
8,24,"Blood","1F","infected","1F-7",45.1,"NK"
16,24,"Salivary Gland","2E","control","2E-1",4.02,"NK"
16,24,"Salivary Gland","2E","control","2E-2",1.39,"NK"
16,24,"Salivary Gland","2E","control","2E-3",4.01,"NK"
16,24,"Salivary Gland","2F","infected","2F-1",10.5,"NK"
16,24,"Salivary Gland","2F","infected","2F-2",5.26,"NK"
16,24,"Salivary Gland","2F","infected","2F-3",6.31,"NK"
16,24,"Salivary Gland","2F","infected","2F-4",14,"NK"
16,24,"Salivary Gland","2F","infected","2F-5",8.97,"NK"
16,24,"Salivary Gland","2F","infected","2F-6",17.7,"NK"
16,24,"Salivary Gland","2F","infected","2F-7",14.8,"NK"
16,24,"Spleen","2E","control","2E-1",43.1,"NK"
16,24,"Spleen","2E","control","2E-2",37.6,"NK"
16,24,"Spleen","2E","control","2E-3",39,"NK"
16,24,"Spleen","2F","infected","2F-1",38,"NK"
16,24,"Spleen","2F","infected","2F-2",42.8,"NK"
16,24,"Spleen","2F","infected","2F-3",33.1,"NK"
16,24,"Spleen","2F","infected","2F-4",36.4,"NK"
16,24,"Spleen","2F","infected","2F-5",40,"NK"
16,24,"Spleen","2F","infected","2F-6",41.2,"NK"
16,24,"Spleen","2F","infected","2F-7",41.5,"NK"
16,24,"Blood","2E","control","2E-1",25,"NK"
16,24,"Blood","2E","control","2E-2",23.2,"NK"
16,24,"Blood","2E","control","2E-3",17.9,"NK"
16,24,"Blood","2F","infected","2F-1",37,"NK"
16,24,"Blood","2F","infected","2F-2",29.2,"NK"
16,24,"Blood","2F","infected","2F-3",36.5,"NK"
16,24,"Blood","2F","infected","2F-4",11,"NK"
16,24,"Blood","2F","infected","2F-5",10.4,"NK"
16,24,"Blood","2F","infected","2F-6",50.4,"NK"
16,24,"Blood","2F","infected","2F-7",43.2,"NK"
24,24,"Salivary Gland","3E","control","3E-1",4.01,"NK"
24,24,"Salivary Gland","3E","control","3E-2",6.21,"NK"
24,24,"Salivary Gland","3E","control","3E-3",1.23,"NK"
24,24,"Salivary Gland","3F","infected","3F-1",3.75,"NK"
24,24,"Salivary Gland","3F","infected","3F-2",2.7,"NK"
24,24,"Salivary Gland","3F","infected","3F-3",8.51,"NK"
24,24,"Salivary Gland","3F","infected","3F-4",8.86,"NK"
24,24,"Salivary Gland","3F","infected","3F-5",4.5,"NK"
24,24,"Salivary Gland","3F","infected","3F-6",4.72,"NK"
24,24,"Salivary Gland","3F","infected","3F-7",3.04,"NK"
24,24,"Spleen","3E","control","3E-1",43.5,"NK"
24,24,"Spleen","3E","control","3E-2",35.8,"NK"
24,24,"Spleen","3E","control","3E-3",41.2,"NK"
24,24,"Spleen","3F","infected","3F-1",35.2,"NK"
24,24,"Spleen","3F","infected","3F-2",38.9,"NK"
24,24,"Spleen","3F","infected","3F-3",38.6,"NK"
24,24,"Spleen","3F","infected","3F-4",35.8,"NK"
24,24,"Spleen","3F","infected","3F-5",44.4,"NK"
24,24,"Spleen","3F","infected","3F-6",48.3,"NK"
24,24,"Spleen","3F","infected","3F-7",44.6,"NK"
24,24,"Blood","3E","control","3E-1",20,"NK"
24,24,"Blood","3E","control","3E-2",23.5,"NK"
24,24,"Blood","3E","control","3E-3",16.1,"NK"
24,24,"Blood","3F","infected","3F-1",16.2,"NK"
24,24,"Blood","3F","infected","3F-2",22.2,"NK"
24,24,"Blood","3F","infected","3F-3",17.5,"NK"
24,24,"Blood","3F","infected","3F-4",8.94,"NK"
24,24,"Blood","3F","infected","3F-5",19.9,"NK"
24,24,"Blood","3F","infected","3F-6",17,"NK"
24,24,"Blood","3F","infected","3F-7",17.7,"NK"
32,24,"Salivary Gland","4E","control","4E-1",7.67,"NK"
32,24,"Salivary Gland","4E","control","4E-2",5.25,"NK"
32,24,"Salivary Gland","4E","control","4E-3",10.1,"NK"
32,24,"Salivary Gland","4F","infected","4F-1",7.74,"NK"
32,24,"Salivary Gland","4F","infected","4F-2",5.68,"NK"
32,24,"Salivary Gland","4F","infected","4F-3",6.94,"NK"
32,24,"Salivary Gland","4F","infected","4F-4",5.81,"NK"
32,24,"Salivary Gland","4F","infected","4F-5",3.26,"NK"
32,24,"Salivary Gland","4F","infected","4F-6",4.88,"NK"
32,24,"Spleen","4E","control","4E-1",42,"NK"
32,24,"Spleen","4E","control","4E-2",42.4,"NK"
32,24,"Spleen","4E","control","4E-3",44,"NK"
32,24,"Spleen","4F","infected","4F-1",41.9,"NK"
32,24,"Spleen","4F","infected","4F-2",35.9,"NK"
32,24,"Spleen","4F","infected","4F-3",38.9,"NK"
32,24,"Spleen","4F","infected","4F-4",46.1,"NK"
32,24,"Spleen","4F","infected","4F-5",39.2,"NK"
32,24,"Spleen","4F","infected","4F-6",43.1,"NK"
32,24,"Blood","4E","control","4E-1",20.2,"NK"
32,24,"Blood","4E","control","4E-2",27.7,"NK"
32,24,"Blood","4E","control","4E-3",20.9,"NK"
32,24,"Blood","4F","infected","4F-1",15.3,"NK"
32,24,"Blood","4F","infected","4F-2",17.7,"NK"
32,24,"Blood","4F","infected","4F-3",10.2,"NK"
32,24,"Blood","4F","infected","4F-4",16.4,"NK"
32,24,"Blood","4F","infected","4F-5",5.47,"NK"
32,24,"Blood","4F","infected","4F-6",5.99,"NK"
0,24,"Salivary Gland","OF","infected","OF-4",17.9,"NK_KLRG1"
0,24,"Salivary Gland","0E","control","0E-1",15.9,"NK_KLRG1"
0,24,"Salivary Gland","0E","control","0E-2",23.5,"NK_KLRG1"
0,24,"Salivary Gland","0E","control","0E-3",20.6,"NK_KLRG1"
0,24,"Salivary Gland","0F","infected","0F-1",17.6,"NK_KLRG1"
0,24,"Salivary Gland","0F","infected","0F-2",14.5,"NK_KLRG1"
0,24,"Salivary Gland","0F","infected","0F-3",23.2,"NK_KLRG1"
0,24,"Salivary Gland","0F","infected","0F-5",13.2,"NK_KLRG1"
0,24,"Salivary Gland","0F","infected","0F-6",27.1,"NK_KLRG1"
0,24,"Salivary Gland","0F","infected","0F-7",17.6,"NK_KLRG1"
0,24,"Spleen","OF","infected","OF-4",38.7,"NK_KLRG1"
0,24,"Spleen","0E","control","0E-1",36.3,"NK_KLRG1"
0,24,"Spleen","0E","control","0E-2",39,"NK_KLRG1"
0,24,"Spleen","0E","control","0E-3",44.4,"NK_KLRG1"
0,24,"Spleen","0F","infected","0F-1",41.3,"NK_KLRG1"
0,24,"Spleen","0F","infected","0F-2",39.9,"NK_KLRG1"
0,24,"Spleen","0F","infected","0F-3",35.2,"NK_KLRG1"
0,24,"Spleen","0F","infected","0F-5",35.9,"NK_KLRG1"
0,24,"Spleen","0F","infected","0F-6",43.5,"NK_KLRG1"
0,24,"Spleen","0F","infected","0F-7",42.7,"NK_KLRG1"
0,24,"Blood","OF","infected","OF-4",48.2,"NK_KLRG1"
0,24,"Blood","0E","control","0E-1",48.5,"NK_KLRG1"
0,24,"Blood","0E","control","0E-2",52.5,"NK_KLRG1"
0,24,"Blood","0E","control","0E-3",58.3,"NK_KLRG1"
0,24,"Blood","0F","infected","0F-1",55.1,"NK_KLRG1"
0,24,"Blood","0F","infected","0F-2",52.7,"NK_KLRG1"
0,24,"Blood","0F","infected","0F-3",49.9,"NK_KLRG1"
0,24,"Blood","0F","infected","0F-5",47.1,"NK_KLRG1"
0,24,"Blood","0F","infected","0F-6",52.4,"NK_KLRG1"
0,24,"Blood","0F","infected","0F-7",52.4,"NK_KLRG1"
8,24,"Salivary Gland","1E","control","1E-1",25.2,"NK_KLRG1"
8,24,"Salivary Gland","1E","control","1E-2",28,"NK_KLRG1"
8,24,"Salivary Gland","1E","control","1E-3",17.5,"NK_KLRG1"
8,24,"Salivary Gland","1F","infected","1F-1",43.9,"NK_KLRG1"
8,24,"Salivary Gland","1F","infected","1F-2",38.9,"NK_KLRG1"
8,24,"Salivary Gland","1F","infected","1F-3",38.1,"NK_KLRG1"
8,24,"Salivary Gland","1F","infected","1F-4",41.3,"NK_KLRG1"
8,24,"Salivary Gland","1F","infected","1F-5",47.1,"NK_KLRG1"
8,24,"Salivary Gland","1F","infected","1F-6",42.3,"NK_KLRG1"
8,24,"Salivary Gland","1F","infected","1F-7",48.6,"NK_KLRG1"
8,24,"Spleen","1E","control","1E-1",52.5,"NK_KLRG1"
8,24,"Spleen","1E","control","1E-2",56.5,"NK_KLRG1"
8,24,"Spleen","1E","control","1E-3",53.1,"NK_KLRG1"
8,24,"Spleen","1F","infected","1F-1",69.1,"NK_KLRG1"
8,24,"Spleen","1F","infected","1F-2",66.2,"NK_KLRG1"
8,24,"Spleen","1F","infected","1F-3",66.3,"NK_KLRG1"
8,24,"Spleen","1F","infected","1F-4",70.3,"NK_KLRG1"
8,24,"Spleen","1F","infected","1F-5",67.2,"NK_KLRG1"
8,24,"Spleen","1F","infected","1F-6",69.1,"NK_KLRG1"
8,24,"Spleen","1F","infected","1F-7",71,"NK_KLRG1"
8,24,"Blood","1E","control","1E-1",59.2,"NK_KLRG1"
8,24,"Blood","1E","control","1E-2",53.4,"NK_KLRG1"
8,24,"Blood","1E","control","1E-3",56.1,"NK_KLRG1"
8,24,"Blood","1F","infected","1F-1",74.7,"NK_KLRG1"
8,24,"Blood","1F","infected","1F-2",73.9,"NK_KLRG1"
8,24,"Blood","1F","infected","1F-3",74.1,"NK_KLRG1"
8,24,"Blood","1F","infected","1F-4",71.5,"NK_KLRG1"
8,24,"Blood","1F","infected","1F-5",71.7,"NK_KLRG1"
8,24,"Blood","1F","infected","1F-6",74.2,"NK_KLRG1"
8,24,"Blood","1F","infected","1F-7",79.3,"NK_KLRG1"
16,24,"Salivary Gland","2E","control","2E-1",27.7,"NK_KLRG1"
16,24,"Salivary Gland","2E","control","2E-2",17.5,"NK_KLRG1"
16,24,"Salivary Gland","2E","control","2E-3",25.7,"NK_KLRG1"
16,24,"Salivary Gland","2F","infected","2F-1",32,"NK_KLRG1"
16,24,"Salivary Gland","2F","infected","2F-2",39.1,"NK_KLRG1"
16,24,"Salivary Gland","2F","infected","2F-3",32.1,"NK_KLRG1"
16,24,"Salivary Gland","2F","infected","2F-4",28.1,"NK_KLRG1"
16,24,"Salivary Gland","2F","infected","2F-5",38.8,"NK_KLRG1"
16,24,"Salivary Gland","2F","infected","2F-6",36,"NK_KLRG1"
16,24,"Salivary Gland","2F","infected","2F-7",25.2,"NK_KLRG1"
16,24,"Spleen","2E","control","2E-1",44.6,"NK_KLRG1"
16,24,"Spleen","2E","control","2E-2",41.6,"NK_KLRG1"
16,24,"Spleen","2E","control","2E-3",44.8,"NK_KLRG1"
16,24,"Spleen","2F","infected","2F-1",67,"NK_KLRG1"
16,24,"Spleen","2F","infected","2F-2",63.7,"NK_KLRG1"
16,24,"Spleen","2F","infected","2F-3",64.6,"NK_KLRG1"
16,24,"Spleen","2F","infected","2F-4",64.1,"NK_KLRG1"
16,24,"Spleen","2F","infected","2F-5",62.8,"NK_KLRG1"
16,24,"Spleen","2F","infected","2F-6",65.6,"NK_KLRG1"
16,24,"Spleen","2F","infected","2F-7",68.4,"NK_KLRG1"
16,24,"Blood","2E","control","2E-1",52.8,"NK_KLRG1"
16,24,"Blood","2E","control","2E-2",49.4,"NK_KLRG1"
16,24,"Blood","2E","control","2E-3",54,"NK_KLRG1"
16,24,"Blood","2F","infected","2F-1",73.9,"NK_KLRG1"
16,24,"Blood","2F","infected","2F-2",73,"NK_KLRG1"
16,24,"Blood","2F","infected","2F-3",76.4,"NK_KLRG1"
16,24,"Blood","2F","infected","2F-4",63.7,"NK_KLRG1"
16,24,"Blood","2F","infected","2F-5",66.5,"NK_KLRG1"
16,24,"Blood","2F","infected","2F-6",79.3,"NK_KLRG1"
16,24,"Blood","2F","infected","2F-7",78.1,"NK_KLRG1"
24,24,"Salivary Gland","3E","control","3E-1",14.4,"NK_KLRG1"
24,24,"Salivary Gland","3E","control","3E-2",9.57,"NK_KLRG1"
24,24,"Salivary Gland","3E","control","3E-3",27.6,"NK_KLRG1"
24,24,"Salivary Gland","3F","infected","3F-1",24.9,"NK_KLRG1"
24,24,"Salivary Gland","3F","infected","3F-2",21.7,"NK_KLRG1"
24,24,"Salivary Gland","3F","infected","3F-3",31.4,"NK_KLRG1"
24,24,"Salivary Gland","3F","infected","3F-4",34.2,"NK_KLRG1"
24,24,"Salivary Gland","3F","infected","3F-5",22.5,"NK_KLRG1"
24,24,"Salivary Gland","3F","infected","3F-6",26,"NK_KLRG1"
24,24,"Salivary Gland","3F","infected","3F-7",21.7,"NK_KLRG1"
24,24,"Spleen","3E","control","3E-1",46.4,"NK_KLRG1"
24,24,"Spleen","3E","control","3E-2",38,"NK_KLRG1"
24,24,"Spleen","3E","control","3E-3",42.3,"NK_KLRG1"
24,24,"Spleen","3F","infected","3F-1",46.1,"NK_KLRG1"
24,24,"Spleen","3F","infected","3F-2",45.3,"NK_KLRG1"
24,24,"Spleen","3F","infected","3F-3",53.6,"NK_KLRG1"
24,24,"Spleen","3F","infected","3F-4",51.3,"NK_KLRG1"
24,24,"Spleen","3F","infected","3F-5",57.6,"NK_KLRG1"
24,24,"Spleen","3F","infected","3F-6",53.8,"NK_KLRG1"
24,24,"Spleen","3F","infected","3F-7",53.6,"NK_KLRG1"
24,24,"Blood","3E","control","3E-1",53.4,"NK_KLRG1"
24,24,"Blood","3E","control","3E-2",47.3,"NK_KLRG1"
24,24,"Blood","3E","control","3E-3",50.3,"NK_KLRG1"
24,24,"Blood","3F","infected","3F-1",55,"NK_KLRG1"
24,24,"Blood","3F","infected","3F-2",54.7,"NK_KLRG1"
24,24,"Blood","3F","infected","3F-3",62.8,"NK_KLRG1"
24,24,"Blood","3F","infected","3F-4",51.9,"NK_KLRG1"
24,24,"Blood","3F","infected","3F-5",65.8,"NK_KLRG1"
24,24,"Blood","3F","infected","3F-6",58.7,"NK_KLRG1"
24,24,"Blood","3F","infected","3F-7",60.5,"NK_KLRG1"
32,24,"Salivary Gland","4E","control","4E-1",14.5,"NK_KLRG1"
32,24,"Salivary Gland","4E","control","4E-2",15.8,"NK_KLRG1"
